animal_id,herd,parity,calving_date,milk_305_kg,fat_pct,protein_pct,scc
A00564,H2,2,2025-07-01,8472.394511030097,3.7585873810789945,3.05883167340762,71849.52872591684
A00423,H1,1,2024-04-29,8172.930517262403,3.980590053458617,3.2082173757108357,134759.5545948937
A00559,H2,1,2024-06-13,8108.914172243242,3.9176125888925424,3.3702756118403734,137330.6050565626
A00106,H1,1,2022-04-16,9585.82030837494,3.961235515636155,3.3319537189149835,177531.47254872843
A00250,H2,4,2025-07-04,10032.9934383196,4.027807001297662,3.2318599751297223,344753.9354706309
A00178,H1,1,2023-03-01,9094.058828390918,3.6660620024374198,3.3762431509020687,827005.9842078313
A00313,H2,3,2024-05-09,9055.545233103208,3.6779950246095163,3.528000906061361,100168.39136646928
A00229,H1,2,2025-01-04,7976.200581702451,4.007951174802982,3.753945499930716,120376.9438056326
A00749,H1,2,2023-02-02,8953.36857127052,4.174836732638385,3.1992347713978098,102672.66117268552
A00350,H2,2,2025-03-26,8851.791348864455,3.7502920992552817,3.0210660667898406,190348.05323276666
A00515,H1,1,2023-01-23,9460.579369196392,3.925762070733179,3.3562577031375502,144258.65310684877
A00355,H1,4,2023-06-04,10525.97253828388,4.037605888600894,3.1708965675975596,66973.4282257547
A00644,H1,5,2024-07-14,10235.363657978587,3.6159196812386765,3.0868424093301106,197665.3509130198
A00005,H2,2,2024-07-05,7417.3420806632475,3.563685862031656,3.4933026471148194,448344.8562814354
A00374,H3,4,2023-07-19,8779.017706916138,4.245306731895392,3.1612835893916076,112674.69709615693
A00286,H3,4,2023-10-03,7270.721329150879,3.7571918139769185,2.9512725691012474,79628.73542619574
A00571,H3,3,2022-12-15,8558.413201995501,3.6128125940047706,3.210281906816569,179702.5878005513
A00672,H2,5,2024-10-13,8848.36652693562,3.775284221009428,3.3226077236548104,176118.92300917485
A00249,H2,4,2024-08-22,8821.918688222306,4.087185587455686,3.1182385720769714,144452.57604281337
A00422,H2,3,2022-08-04,10053.877902701735,4.107994850816255,3.238524232301683,132185.19168398622
A00410,H1,3,2023-12-12,10404.561942180677,3.907752494313878,3.2923521476505764,76363.22162082327
A00692,H1,5,2023-01-08,8630.16095840213,4.207774791397324,3.3007255387630394,212199.79162714747
A00739,H1,1,2025-05-30,8653.518274384825,3.504315457425343,3.2341730663044186,179155.67853066442
A00486,H1,3,2023-09-07,9431.896385281962,4.534876033277076,3.405945922297307,92213.07463326829
A00275,H1,5,2022-09-19,7885.65049407873,3.7629076591914816,3.2664747590629952,48781.05365198639
A00595,H3,1,2025-03-18,8449.342928401782,3.4963329181728593,3.378540474739594,73727.79284133007
A00237,H1,1,2024-03-23,7914.687655672399,3.954342700757957,3.549561985269575,181210.82197801533
A00272,H1,2,2022-06-27,9074.352782431251,3.5470225700046805,3.019832205800163,190887.57566950037
A00556,H1,1,2022-07-16,7478.955086904825,3.9240957550291884,3.1620371375866667,348836.9476381882
A00463,H1,1,2025-05-30,8856.675015852137,3.60472821047093,3.1755510563060048,128171.95495446082
A00044,H1,1,2024-03-06,7609.237171273139,3.2650629710731502,3.0598576365693777,218575.530489252
A00108,H3,3,2023-10-07,8128.30997375778,3.8802615022912086,3.365617086370089,223218.4686574472
A00798,H1,2,2022-01-20,8111.10003735227,4.46157946472758,2.962922452477192,79992.36261262221
A00517,H1,4,2025-07-17,11727.470012429545,3.7310627201718454,3.012323833568006,39192.28808280986
A00682,H1,3,2022-08-10,8988.080923356702,3.905343813494057,3.3211311657067877,182087.1190886309
A00441,H2,1,2022-12-13,8250.27813854812,4.022089381208662,3.3922135989050015,63916.532511395475
A00439,H1,5,2022-09-22,8151.625614491932,4.038812943994025,3.313235741677825,290076.7927078609
A00349,H2,4,2024-04-03,9822.53054887855,3.8170252408594294,3.5164815461075234,160732.87474715564
A00385,H1,5,2022-06-19,9520.662962128,4.025756364761353,3.4726690975316443,145515.53537320145
A00034,H1,5,2023-12-09,9189.969670527873,3.668251406898163,3.6790949868367373,144159.41191820704
A00603,H1,2,2022-12-29,10382.522906050572,3.349296565368542,3.113223773437915,270583.1042707445
A00144,H1,3,2024-06-15,10958.962059402247,3.979247618040285,3.1680788798730397,129924.3885915329
A00663,H2,3,2025-08-16,8218.908438500976,3.645486398303698,3.063750221676746,58698.38554540364
A00109,H1,4,2024-10-06,8799.651887101976,3.924025147405817,3.3062882642694644,128809.26668842403
A00557,H1,5,2022-08-28,9427.48488979406,3.786090073738051,3.185644580460184,66021.66559951422
A00047,H1,1,2022-08-18,8950.0200592016,4.1491569672467525,3.086548762180753,177807.260160187
A00296,H3,2,2024-01-09,8109.565142872858,3.9504739121516104,3.127818128708408,275236.7241091516
A00597,H2,4,2023-08-21,9275.106336707706,4.023804600556545,3.2991978261766373,574749.5001410728
A00150,H2,3,2025-05-24,9136.832229566302,3.9174241798713383,3.0991565475233767,301994.34076657065
A00251,H1,5,2025-08-10,10724.794332112986,3.892738838046876,3.229652733243151,370875.73784869007
A00570,H2,5,2024-11-21,8780.258454104944,3.8488452289846995,3.315126330028897,66464.99270302233
A00284,H1,5,2023-12-15,8666.166755917926,4.008677660522501,3.2195927518615473,168759.06673383023
A00387,H3,4,2022-07-28,9240.428138700257,3.9487381145442004,3.1195767109261765,165278.63157860847
A00511,H2,4,2022-03-10,9229.122186289895,3.823044276881708,3.2227896914757013,147204.45542805578
A00342,H3,4,2024-08-28,8496.548475165038,3.7586830074943904,3.1480859305252,134885.61762577196
A00043,H1,2,2023-08-07,9741.635834309935,3.7145999246415196,3.3529772302477268,187930.73661096196
A00205,H1,3,2024-01-07,10503.276911841709,4.0283651156111215,3.3559724121186063,141398.88229950832
A00329,H1,5,2024-07-18,8675.090435318123,3.8953578494875902,3.3247503442477817,91484.66792115197
A00361,H1,1,2024-05-24,6826.572708601861,3.7951015026853097,3.221682790087276,136245.6529938974
A00512,H3,3,2022-10-02,6349.070081116622,3.6797708334564647,3.1787841602573197,110459.50556255764
A00566,H2,3,2025-09-11,9181.51882316249,3.707346736615034,3.4347141402592354,148232.29115974923
A00706,H1,4,2023-11-02,10109.215837149843,4.4191346723857725,3.2610898623141056,94767.06990302965
A00736,H1,2,2022-04-21,8100.397781532241,3.9875862753512217,3.397188089127324,194883.6991526421
A00794,H1,3,2022-05-14,9147.932944495187,4.312603080593756,3.186697711670107,238909.94323314432
A00708,H1,1,2024-04-21,10209.26363944821,3.857458446781659,3.3505787862527967,209713.93820576445
A00431,H1,3,2024-11-09,8998.235803342419,4.131735785803074,3.4254383843260365,98180.732837584
A00560,H1,1,2024-07-18,9300.033045964245,3.6000038047974003,3.3142082750264716,234802.18189451238
A00246,H1,1,2023-11-15,8365.198634649123,3.6056884422170357,3.433091922571637,94700.85473924779
A00123,H2,3,2022-12-17,8304.760689998315,3.6477242140441697,3.498917003027332,169292.81007273585
A00566,H1,1,2023-10-29,11631.828260031092,3.921280960335568,3.1814875275280543,351655.5146236358
A00308,H1,3,2023-11-28,11387.384610905307,3.8209501789100613,2.938005811963346,118283.52721726493
A00782,H2,1,2023-01-11,7720.926815507528,3.6600749322125465,3.3150156191297193,334806.5739442741
A00273,H1,5,2022-02-11,8233.84663959672,3.518016871501639,3.3459853638184773,66910.2811926622
A00584,H1,5,2023-12-01,8279.408789045026,3.826469733858045,3.3406570517543295,283594.8276614695
A00654,H2,1,2024-11-02,7460.30104067176,3.53227325103887,3.1580421241007532,191827.5219438557
A00407,H3,3,2025-05-12,10136.834519003649,3.8198037619510345,2.9949383956414626,616542.9594945869
A00232,H1,1,2025-05-12,9212.35000299873,3.7581011334599532,3.119036737272149,535735.3478568908
A00723,H1,4,2022-12-21,8662.755719838187,4.169382547935068,3.098236121557885,177790.76351335607
A00053,H1,1,2024-03-17,9180.474866758104,3.6477251832012727,2.8919498371664907,207472.95542278752
A00150,H1,5,2024-09-22,9109.737963228561,4.071926564195978,3.451983043570283,122060.13862172731
A00010,H2,1,2023-12-14,8740.792201674827,3.766730889497183,3.228384655887626,343275.9669181535
A00356,H2,5,2022-01-28,8644.908868176795,4.205743362157345,3.347652779836399,1067688.1339051903
A00683,H1,5,2022-10-03,9477.068043132556,3.9493085132447474,3.6010250171515032,100445.01708593928
A00185,H1,5,2024-06-04,8523.207049138211,4.201939701313549,3.4712784876367744,214945.8220635132
A00752,H1,5,2022-02-04,9342.478138242783,4.01019628356316,3.255604273530096,90154.08922780764
A00430,H3,4,2025-09-20,8579.154436812318,3.853835948322187,3.3401463640383,102949.92845722113
A00613,H1,4,2024-06-16,9259.32014979283,3.9705965593331127,2.919428163572487,93346.14979095286
A00413,H1,2,2024-05-08,11019.259482479745,3.7576361655440627,3.3025262981367356,293561.6138006331
A00594,H2,3,2022-06-11,10150.12043100771,3.632212801217332,3.1640315872000278,92854.4687647172
A00029,H1,2,2023-07-11,8323.314353491132,3.5793232944282956,3.321027895846697,453549.8299513761
A00410,H1,4,2025-05-12,10442.343292723364,3.790125341103313,3.1819086608744427,84399.36101653326
A00174,H2,3,2023-12-01,8783.874445950221,3.697414817137097,3.554616728101206,97724.9244681036
A00733,H1,1,2024-11-06,8912.190429596078,3.7395360544267824,2.9667053925035405,89229.9178776655
A00490,H2,1,2023-04-02,8264.704245275214,3.6351255759566823,3.551962500977574,133983.97186723154
A00126,H1,4,2023-10-04,8750.188592788241,3.7013181640565005,3.251844403123042,150024.31133786045
A00606,H1,1,2024-06-04,6647.855190394379,3.93157473585789,3.256818399008128,153961.92147768268
A00042,H1,2,2022-01-04,9466.409601610614,4.003261052442697,3.15242545650499,84946.65682411542
A00192,H2,2,2022-12-15,7699.514142705348,3.8291171037628553,3.08201940087592,115025.2337706885
A00304,H1,5,2025-05-19,9947.72325401274,3.4071987904020338,3.580641130569222,73369.3671721886
A00644,H1,5,2023-02-28,8700.477115487962,3.8878974612048802,3.1652341460839253,152636.46326524302
A00238,H3,3,2022-05-31,10012.818214089299,3.7797232108626595,3.1627359280895972,107172.42160568666
A00587,H2,1,2024-02-19,8818.07798458316,3.929775749489205,3.214066271558026,75331.13802980245
A00779,H1,4,2024-03-10,8862.259908745691,3.662325515873959,3.40190903276048,120671.10736333404
A00287,H3,2,2024-07-01,9003.373660049607,3.707574813697806,3.14265309982538,40398.45049251774
A00140,H1,1,2025-05-24,8661.807526100592,3.815693324540936,3.38250596720699,59016.03875383355
A00090,H1,4,2025-05-15,10534.001489485268,3.2993268397161586,2.977522907204804,138549.53153176024
A00191,H2,4,2022-11-27,10839.798951251918,3.8781349784956447,3.3354669381153563,99030.34561765163
A00613,H1,2,2025-09-28,9850.125820725727,3.442750608734925,3.537465014773177,167346.88652794022
A00420,H1,5,2023-10-18,8277.904423056245,3.5595249446000468,3.295053581079671,156057.6164449359
A00539,H2,3,2024-12-13,9198.668003000288,3.68360330510285,3.1265907413755127,379513.05082695506
A00369,H2,1,2023-03-16,8012.2989923600335,3.861194070949664,3.2400143170738596,54166.46057825913
A00473,H1,1,2024-06-03,8114.355488486289,3.8087889046050587,3.093966575213796,314893.4676710935
A00345,H1,5,2024-11-24,10406.205677703721,4.139085324224755,3.3877616565045314,63917.86411154147
A00774,H1,4,2025-09-22,9555.851229528578,3.502371891592351,3.216026041657979,61201.26704569443
A00441,H1,1,2022-05-04,9344.994555516765,3.944490656508518,3.5934307288024385,249475.13921314717
A00150,H3,1,2024-07-25,6951.903464923898,3.8832856330187773,2.861515060705373,146692.5387324406
A00395,H2,3,2023-01-24,8410.334875598657,3.906062034363797,3.25347893626013,347531.3386920502
A00276,H2,2,2025-03-25,8088.631684568528,3.90153431367636,3.356173044336749,659942.636013417
A00616,H1,1,2023-01-11,8219.462669974255,3.903028425282806,3.3187042962063305,145272.36901773777
A00170,H2,1,2025-06-15,8840.694203316818,3.796992520025263,3.1933114046637137,643315.9353289931
A00461,H2,5,2022-09-18,8029.600726655606,4.246405187155326,3.4096287391838564,99845.63734224462
A00545,H2,4,2025-07-19,9823.005231650659,3.897326347776102,3.2888257684994713,146274.27677087658
A00680,H3,1,2024-05-31,8053.4323624116705,3.639746021003109,3.5548779233372487,79868.64343217642
A00028,H1,2,2022-07-01,8688.587115876282,3.6661841845599166,3.0754327486128714,182128.8356204361
A00783,H2,2,2025-06-17,7212.275195527331,3.8601053385320223,3.1599613254238728,61424.03743663123
A00751,H1,5,2024-09-09,8481.686989151889,4.250392844473856,3.3849190970067062,81925.19473488817
A00086,H1,5,2023-03-19,9258.679773395334,3.8076643732446582,3.479002995118978,95719.4933586457
A00515,H1,3,2024-06-05,9641.348667225306,3.777773529786835,2.9370132167462324,79589.98739926278
A00751,H1,1,2022-12-29,8760.550048385054,4.1098134024085144,3.036281840368791,130181.17222572309
A00564,H1,4,2025-03-13,10606.847398937261,3.9225333317721884,3.5729617202791455,61025.885482295416
A00273,H1,1,2023-10-11,7680.0056945350525,3.9251786354544316,3.050815151118182,227004.46458442838
A00154,H1,2,2025-03-07,8811.288593511095,3.99117750080329,3.253815755832226,29791.815957095354
A00371,H3,3,2025-04-22,8350.209071659046,4.048738899391666,3.128042797676758,99242.26911977417
A00658,H1,5,2022-08-12,9492.709077571879,3.9655964147125795,3.3924698077752686,70558.70715339063
A00067,H3,4,2023-01-10,9413.99213227308,3.616481632964118,3.3073260520233845,130863.48983282487
A00029,H1,4,2022-02-22,9919.191671886018,4.010538238074815,3.3302671027009216,141045.66826911987
A00090,H2,4,2025-09-26,7790.63855940185,3.877843282280415,3.328781194034759,280712.33623853297
A00620,H1,4,2024-09-25,8971.259407832893,4.040236381470279,3.186442660344795,242582.61128697675
A00196,H1,1,2023-10-18,8243.057998273023,3.9669037066419217,3.3410593116163647,369295.2345157637
A00611,H1,2,2022-12-20,10226.019152881005,4.236474119944662,3.2932128722755745,125840.1933776386
A00108,H1,3,2024-12-22,10353.950777384347,4.067175668807921,3.1852608978398846,182878.07636055397
A00052,H1,1,2023-07-31,8642.470465577295,3.8364812059905224,3.3503313802948522,139942.4950532019
A00473,H1,5,2024-04-18,10658.087676168132,3.56495381821283,3.1722198831184576,159045.6472447215
A00048,H1,4,2022-08-09,8981.20785440692,4.264724291902827,2.743777541168916,82186.61767548924
A00254,H2,4,2024-07-22,8132.270799448748,3.789520504456307,3.262141821892215,249213.62033000335
A00015,H2,2,2023-05-15,9954.287508705682,3.6254368257842846,3.0639992507219747,52179.51426979714
A00229,H3,5,2022-06-01,7540.237571758371,3.8783091318436793,3.0341076713516735,22747.051051415154
A00652,H1,5,2023-10-12,10471.310917323943,3.696614360177712,3.4085662233758556,148301.25835217186
A00333,H1,3,2025-06-16,9699.828712122911,3.6587259682756454,3.280604376565823,130175.75703140949
A00069,H1,3,2024-01-21,9367.478763707251,3.8863732617588274,3.2349119461296465,89128.6410983409
A00568,H1,4,2022-04-13,8945.482286271008,3.4443081674333684,3.1854506763630464,210780.58056073214
A00442,H3,2,2025-06-17,9923.301555490618,3.9988107530184394,3.583515695488943,93544.20487792762
A00734,H2,2,2022-07-07,8679.579602518965,3.939554643886884,3.277273054914636,176959.14039109737
A00745,H1,5,2022-11-16,8314.501866922188,3.5761515776959905,3.5405405061444077,159361.66075470392
A00146,H1,1,2022-10-13,7920.219522224436,3.672760244738539,3.0190333955313413,60970.06785015017
A00064,H2,3,2023-09-19,9367.846249611126,3.8663294200194955,3.116238326640199,139493.5333995617
A00349,H3,4,2023-08-09,8592.440436140807,4.069780944831052,3.2514380756034296,241373.02663666118
A00723,H2,3,2023-09-08,9767.933512393345,3.943836832951892,3.325993599058739,121690.7650886766
A00220,H1,5,2023-07-21,9617.920978133543,3.709775227289043,3.4496963540545704,88315.53137178336
A00033,H2,4,2022-08-30,8706.927190748114,3.8718451774108873,3.277862604014291,28883.398252057756
A00266,H1,1,2025-04-18,8570.793234494084,3.911775641207605,3.4533068163306258,123682.0083896314
A00005,H1,2,2022-06-12,9425.424545705195,3.77705657021173,3.6535308040019774,39103.52973610432
A00525,H2,2,2022-06-21,8432.925074090612,4.0249564580320705,3.3963863821695353,145763.07403669332
A00491,H1,1,2025-01-10,8663.72290352311,3.8030002246207997,3.2954408766266305,235700.64182396833
A00405,H1,3,2023-02-06,8245.279110856982,4.066599350089399,3.2950581927742832,203119.76971475902
A00424,H2,2,2022-11-29,9146.70210492702,4.013596165169592,3.072343643956707,108076.64798717292
A00468,H1,5,2023-05-13,9721.545634073223,4.251590287657679,3.467021166134552,187062.22508941998
A00561,H2,5,2025-02-10,10470.513523516378,3.8500013270545637,2.7729597614863284,122282.21818598542
A00088,H1,3,2023-01-03,10353.829163338867,3.637493958071926,3.014923172898231,143705.78536101195
A00499,H2,5,2024-09-01,7958.8109215801405,3.878291401833087,3.2622345948094527,58945.05405674625
A00400,H2,2,2025-04-18,11074.823562215728,3.9448174529747027,2.939385731473966,23204.412510939725
A00176,H1,3,2025-05-30,9013.499880992089,3.9375531244646313,3.4023112233450155,114681.31540517128
A00753,H1,5,2023-06-18,9713.883787667752,3.985669086640082,3.247419879187856,269086.55583588104
A00153,H1,2,2024-06-17,9001.89077115792,3.707889479070563,3.2381554022070067,156169.81296918474
A00388,H2,2,2022-12-10,8993.478767279368,3.8437048317552014,2.8256522573822833,463664.4295015551
A00787,H1,4,2023-06-30,9181.2634529211,3.681921033419896,3.514550277611538,105546.02671896288
A00687,H2,1,2024-03-25,8091.486535690241,3.738612458699828,3.481092122829274,48265.82236430098
A00228,H1,4,2025-04-16,9063.147510531917,3.4463796864774023,3.1178534056093596,44782.014893020554
A00785,H1,4,2024-09-05,9781.10833723415,3.8968669180431315,3.0694998598697594,59679.24581511271
A00169,H1,2,2022-01-17,10369.82716199791,4.007653090620833,3.11723976446777,152225.83785540535
A00297,H1,1,2023-03-11,10720.182553028417,3.4094999407490967,3.207758173133993,310345.0175427684
A00411,H2,2,2023-02-18,9048.433667690726,3.4010107100984457,3.357151490860847,223722.77272472877
A00732,H1,1,2023-04-01,8977.857859655804,3.6251399401077276,3.1901326010611277,546053.0053337124
A00364,H3,1,2023-01-02,6690.26798886757,3.500247401871247,3.0625978355292176,114898.55662654908
A00564,H1,5,2023-04-29,9948.307259948495,3.575268858602364,3.152563416021583,176590.9353645898
A00512,H1,1,2024-06-13,8445.447150773525,3.906514897275506,3.536691122083522,135303.44742396477
A00352,H1,4,2023-12-30,8276.039534630743,3.5744657426841187,3.0999527410474186,89813.41430464631
A00686,H1,3,2023-11-03,9809.233898725679,3.7385801109866974,2.8751965761466227,156489.5194467979
A00481,H2,2,2024-05-19,11129.229040775706,4.110149136548268,3.3913109652849975,84216.34436870943
A00414,H1,1,2025-03-09,9334.612330029933,3.939227212303926,3.0541045972501553,307576.9560625575
A00682,H3,4,2022-09-18,8558.589317363054,3.8703016139807263,3.4251026250584333,122504.70681427188
A00141,H1,2,2023-07-31,8129.095362443999,4.130639967537337,3.4652771521087185,182068.10717793184
A00197,H3,5,2022-11-05,8950.970545871265,3.572172127816582,3.5616571751858217,206937.36303096026
A00439,H1,2,2024-08-20,7843.269101087282,4.024918318838216,3.078357253355075,187354.05320205816
A00440,H1,3,2022-07-18,8962.734979471597,3.809692642204799,3.5900883182831236,344354.30038491724
A00310,H1,2,2023-06-01,10617.221717385955,3.6425454044481174,3.2360610038262037,50272.60800743129
A00236,H1,2,2023-10-31,9398.583091214858,3.3187474687742453,3.3596002929838655,87198.03483863529
A00332,H1,3,2023-05-08,9421.998091459447,3.6875985918495835,3.2726504899397497,117325.95044292237
A00042,H3,5,2023-02-02,8913.234395237325,3.7554741332950914,2.9955684523153265,271530.39002987964
A00094,H2,5,2022-01-21,9104.096214519548,3.9404154519506838,3.4528176654869864,97826.19366680582
A00552,H1,4,2022-02-01,8164.297683808209,4.325135063858527,2.991020477096764,192931.20170050598
A00658,H1,2,2024-07-28,10153.34604732476,3.4599081315142257,3.2381508180386938,106944.55131825853
A00670,H1,1,2025-06-22,9702.292091035419,3.764186059540783,3.39052259618664,154544.13104194275
A00557,H1,4,2022-05-26,9090.563129203592,3.957120732163958,3.292236313786857,57757.05319174282
A00346,H1,4,2025-06-08,8944.960269416213,3.925510288775081,3.3905676840596537,69969.79099258335
A00265,H3,3,2025-08-24,9057.17713190969,3.695189835831682,3.0818907185236726,110428.77961089463
A00401,H2,1,2024-02-10,7730.649873961307,4.073383647054067,3.177886794441398,80208.15427259402
A00063,H1,5,2024-03-09,9332.401064698695,4.056185686636992,2.9104651129629917,301194.1612008136
A00716,H1,1,2022-03-27,8851.734560825711,4.103474208525689,2.985176073716757,230088.4575939864
A00063,H3,2,2023-10-28,8526.581755474434,3.593925197945599,3.317693235705244,50688.180698068805
A00752,H1,2,2024-10-18,10123.20881320226,3.5876757910215478,3.249460064175303,276535.59039927105
A00755,H1,1,2025-05-05,8209.543868202629,3.8577946121661566,3.2467872451073694,127354.94943525764
A00039,H2,3,2023-06-11,9400.089208921123,3.5378930893663685,3.3943232637820806,83496.45446318071
A00264,H1,1,2023-09-10,6605.430184545314,4.072727453732364,3.1281417374298104,311878.3696581385
A00716,H2,1,2025-04-20,10212.079752064015,3.7306654478015826,3.4729929792412224,153555.543032117
A00167,H1,3,2024-08-07,8962.696735787269,3.6039878692452034,3.1350562857321362,159247.80641617894
A00138,H1,2,2025-06-27,10689.73582568606,3.6060404156912473,3.117889217509492,63363.731735256646
A00113,H3,5,2023-03-14,7484.023756731088,3.799707502748281,3.3416646371943552,128892.75213492232
A00324,H1,3,2022-05-21,8978.674727057261,3.5944781885058257,3.0920039082048563,393214.3134613063
A00640,H1,3,2022-03-14,9155.322039681982,4.072506789435796,3.1816176716604603,128327.98512790406
A00004,H1,2,2023-07-09,9262.780970361422,3.8526438013822686,3.393163974482754,402836.64782383473
A00564,H2,3,2023-01-10,8697.24055198445,3.9634965580587784,3.2808233484281026,63883.30788783706
A00111,H2,1,2023-11-29,7735.904798201259,4.170433898635531,3.336371026642399,341907.50416652515
A00525,H1,1,2022-02-23,8871.008797511846,3.8532634814188595,3.003919500873838,108518.29890191846
A00644,H1,3,2022-09-23,9916.992287988445,3.7046703795086984,3.3343965284575394,134476.29477561938
A00668,H1,2,2024-09-28,7786.465562897618,3.8781728001038847,3.5353470185533515,95037.11716457529
A00263,H3,3,2025-02-03,10474.995090130738,3.779166843250846,3.258392831702923,338057.3560017001
A00744,H1,4,2024-02-16,10190.166981730152,3.6939697362342647,2.8688962038183052,145284.053377236
A00586,H1,4,2022-06-03,9853.34077552161,3.623706235814106,3.1242461653607583,48279.002793781976
A00592,H1,2,2024-01-12,10194.777761852787,3.826989365344742,3.172247312382295,84498.83995709044
A00691,H1,2,2022-12-26,11386.873887308764,4.198379877402515,2.9366566423576708,100591.10724995901
A00423,H1,2,2023-05-08,12357.911175122517,3.58069303138131,3.29121458841959,217139.48598098787
A00506,H1,5,2023-04-20,9588.834836005657,3.5887977764233527,3.269167515028483,203868.40084832642
A00063,H1,5,2024-11-11,9993.875470183595,3.867823653374359,3.03908349666101,104651.11770748191
A00263,H1,3,2022-07-20,9206.879106463379,3.6160667002039117,3.036124235958339,55697.13106323177
A00468,H2,4,2023-01-23,8922.62099568885,3.4660206726521414,3.3183553939297656,233870.87159668657
A00198,H2,2,2025-02-09,9710.773253303205,3.62150122569133,3.1091078959124867,307518.2333722054
A00567,H1,3,2023-05-31,8023.661625372543,4.188458886698276,3.3205711809850738,275091.59763049736
A00056,H3,3,2024-10-28,8475.408206885479,3.891786094221551,3.193885376397181,252487.30093787654
A00503,H1,3,2024-06-11,9202.409279229754,3.7903290692341303,3.091135431996986,183486.7940413482
A00291,H3,3,2025-04-25,9847.496607643443,3.625309145296296,3.3919500014677397,245665.99843243737
A00019,H1,2,2023-11-02,9122.553421936274,4.113633424135521,3.308477972393229,88684.10251142464
A00798,H1,4,2024-09-14,10945.887044350813,4.219582275110057,3.3913346152113317,70614.75876529973
A00722,H1,4,2023-01-08,9842.698570542168,3.980799861817437,3.4126078777265447,202131.20946242157
A00191,H3,2,2024-02-09,8732.607443961837,3.423220803591378,2.8893935567079647,233929.76482945276
A00494,H1,3,2023-02-15,9284.945732295477,3.9975777736388243,3.1309917888495447,49556.22924989006
A00261,H1,4,2022-07-20,9141.298482284416,4.343835779461381,2.975345743108119,188737.65373591965
A00605,H2,2,2025-05-14,9589.654316432272,3.5637775955994346,3.112194175608102,261644.20862072392
A00215,H1,2,2022-02-12,8827.2100750723,3.934734630615517,3.6869449679807698,159507.18696119613
A00800,H2,3,2022-02-08,9982.018035201163,3.899332077065716,3.112050037579991,92288.98726497106
A00005,H3,1,2024-04-02,9460.8384584472,4.250982620813216,3.274231498538067,124451.45840619852
A00294,H1,4,2023-11-25,8553.567846342221,3.972982550339077,3.2180905609328803,147640.0654178278
A00664,H2,1,2025-01-25,9580.324644099052,3.317115973406658,3.295611625099816,227567.84359409384
A00323,H1,2,2024-06-27,9531.571009427083,4.256963492173516,3.614066092839682,92025.22849718085
A00357,H3,4,2023-12-28,9138.539260918622,3.8997449086848084,3.304673650441239,412888.4115824238
A00513,H1,4,2022-02-26,10569.37016233347,3.928741821787947,3.4536563866904912,167918.66322162235
A00085,H1,5,2023-12-11,7416.075742861475,3.829900401523531,3.1297148965981774,73608.94157752441
A00630,H2,2,2022-03-19,8786.4970750423,3.874042396157185,3.4284584967971523,91327.85078055564
A00103,H1,2,2023-04-25,7941.115709036162,3.8356075593986487,3.172727553301443,138426.20661919113
A00656,H1,1,2024-05-10,8563.446581737713,3.922927752273526,3.6090543553136403,107837.5520499413
A00597,H3,2,2022-12-09,10229.761694700299,3.9875502812365795,3.305279505264836,144208.0264117335
A00680,H1,1,2024-04-17,8879.943275500456,3.770844298734535,3.204859143848001,272086.83515640243
A00091,H2,3,2022-05-19,8834.425610192662,3.894839729916778,3.524955771656306,298338.71814258146
A00164,H1,5,2023-10-23,8873.730393560429,4.251102499008838,2.993931883219057,56787.49358543311
A00155,H2,1,2023-01-21,8929.414563011956,3.909362108715383,3.461623372581583,52080.15309748783
A00381,H1,5,2025-02-20,8262.800081289904,3.8512391742522674,3.2925287387060225,300091.04639468045
A00278,H1,4,2022-01-02,8630.172560296622,3.9763740110520684,3.389898976562103,324711.61163947
A00033,H1,3,2022-03-16,8413.30368390454,4.003086230024612,3.422532025680419,128431.98470048401
A00778,H1,2,2023-04-25,8603.958780409897,3.805412141372274,3.2427776695954007,230432.53392359093
A00448,H2,2,2023-02-06,10124.696767249927,4.371862500163287,2.978653384039821,181243.33212245992
A00120,H3,4,2022-12-05,7868.754788911604,3.631337945454419,3.1439312453684805,143296.5029538055
A00050,H1,1,2024-07-26,7418.098011809566,4.031946537577547,3.240467440540655,301170.38511642313
A00401,H2,2,2025-03-10,9254.884934301072,4.123988172071066,3.278969584590889,133064.42568629657
A00763,H2,4,2023-09-06,8365.024242115742,3.9425085490210057,2.915916275820378,322269.996718139
A00761,H1,4,2024-12-19,10064.65996878604,3.8097191206359073,3.0586332321720238,137908.44588373246
A00543,H1,5,2022-09-04,10449.959909931404,3.9429419101382153,3.4164235641871334,125505.35810926114
A00460,H3,3,2024-01-21,8622.909638990057,3.8672964472069142,3.0589854059196244,88381.14761360928
A00236,H1,4,2023-09-12,10013.880563453346,3.716816081741181,3.252970931716056,351005.51780014724
A00569,H1,1,2025-02-17,10564.994727204066,3.6740301647375504,3.072542504501342,97257.48362296476
A00437,H2,4,2025-06-22,8742.447743882283,3.9959399418494495,3.313435488221807,104607.71618767266
A00009,H1,2,2023-07-31,8711.054247765991,3.726743936154395,2.8494346263223633,77963.38625330201
A00336,H1,4,2022-05-28,9249.811064137837,3.5436673296043497,3.2808005017356288,193652.25504538874
A00570,H2,1,2023-05-30,7019.180312781131,3.645011584026787,3.1766847989826728,117761.11299780346
A00788,H1,5,2024-10-01,8211.280297740197,4.019600718824158,3.3652544261798325,92480.22245177503
A00473,H2,1,2022-07-02,7029.320459609263,3.913800681159285,3.2890531282506146,130847.00194793219
